protocol           , protocol_detected, master_proto, app_proto, category_name , category_id, flows , avg_detect_pkt_in_flow, var_detect_pkt_in_flow, avg_detecting_bytes, var_detecting_bytes, avg_packets_in_flow, var_packets_in_flow, avg_bytes_in_flow, var_bytes_in_flow        , avg_detecting_total_ms, var_detecting_total_ms, avg_detecting_detection_only_ms, var_detecting_detection_only_ms, avg_detecting_flow_table_ms, var_detecting_flow_table_ms, avg_detecting_other_ms, var_detecting_other_ms, avg_detecting_detection_ratio, var_detecting_detection_ratio, avg_detecting_flow_table_ratio, var_detecting_flow_table_ratio, avg_detecting_other_ratio, var_detecting_other_ratio
SMTPS              ,                 1,            0,        29, Email         ,           3,     24,               4.000000,               0.000000,          400.666667,           40.888889,           50.291667,            0.706597,       5513.041667,             531470.456597,               0.006326,               0.000003,                        0.005371,                        0.000003,                    0.000351,                    0.000000,               0.000604,               0.000000,                      0.848972,                      0.000000,                       0.055524,                       0.002573,                  0.095504,                  0.004161
HTTP.Cloudflare    ,                 1,            7,       220, Media         ,           1,     22,               4.000000,               0.000000,          617.363636,          978.049587,           21.363636,            5.776860,       3791.500000,            1293679.431818,               0.005432,               0.000001,                        0.004321,                        0.000001,                    0.000422,                    0.000000,               0.000689,               0.000000,                      0.795453,                      0.006734,                       0.077641,                       0.003322,                  0.126906,                  0.004438
TLS.Cachefly       ,                 1,           91,       289, Cloud         ,          13,     22,               4.000000,               0.000000,          427.000000,          214.909091,           42.090909,          216.719008,      12291.227273,           36264694.266529,               0.006740,               0.000000,                        0.005665,                        0.000000,                    0.000456,                    0.000000,               0.000620,               0.000000,                      0.840431,                      0.008500,                       0.067622,                       0.005900,                  0.091947,                  0.002739
HTTP.Canonical     ,                 1,            7,       169, Cloud         ,          13,     21,               4.000000,               0.000000,          483.857143,         2621.836735,          237.952381,       194700.997732,     280186.761905,       294577944129.800476,               0.004839,               0.000002,                        0.003818,                        0.000001,                    0.000368,                    0.000000,               0.000653,               0.000000,                      0.789002,                      0.019293,                       0.076070,                       0.005461,                  0.134928,                  0.004840
TLS.Tumblr         ,                 1,           91,        90, SocialNetwork ,           6,     20,               4.000000,               0.000000,          686.800000,        17429.460000,           29.750000,           22.887500,       5257.150000,            5413055.127500,               0.008899,               0.000002,                        0.007922,                        0.000002,                    0.000460,                    0.000000,               0.000516,               0.000000,                      0.890242,                      0.002419,                       0.051733,                       0.001690,                  0.058026,                  0.000506
TLS.Tor            ,                 1,           91,       163, VPN           ,           2,     19,               4.000000,               0.000000,          441.105263,          316.515235,           21.368421,           63.180055,       6563.368421,           16502123.916898,               0.008625,               0.000001,                        0.007669,                        0.000001,                    0.000411,                    0.000000,               0.000545,               0.000000,                      0.889153,                      0.004193,                       0.047607,                       0.001206,                  0.063240,                  0.001004
BJNP               ,                 1,            0,       204, System        ,          18,     19,               1.000000,               0.000000,           67.578947,           78.980609,          215.842105,        40529.080332,      14886.947368,          200231944.155125,               0.001672,               0.000001,                        0.000737,                        0.000000,                    0.000563,                    0.000001,               0.000372,               0.000000,                      0.440541,                      0.082203,                       0.336764,                       0.039131,                  0.222694,                  0.052231
IRC                ,                 1,            0,        65, Chat          ,           9,     18,              17.222222,               0.395062,         1316.555556,         1935.802469,           51.777778,           25.728395,       4064.444444,             114171.358025,               0.017018,               0.000005,                        0.014730,                        0.000005,                    0.000675,                    0.000000,               0.001614,               0.000000,                      0.865515,                      0.000000,                       0.039673,                       0.000902,                  0.094812,                  0.001042
TLS.NetFlix        ,                 1,           91,       133, Video         ,          26,     18,               4.000000,               0.000000,          438.555556,            5.802469,           36.500000,          548.138889,      19324.611111,          738154453.348765,               0.007919,               0.000000,                        0.006899,                        0.000000,                    0.000348,                    0.000000,               0.000672,               0.000000,                      0.871163,                      0.005623,                       0.043951,                       0.001416,                  0.084886,                  0.001657
HTTP.AmazonAWS     ,                 1,            7,       265, Cloud         ,          13,     18,               4.000000,               0.000000,          585.611111,         7678.793210,           27.888889,           40.876543,       2358.888889,             172429.987654,               0.006016,               0.000006,                        0.005144,                        0.000006,                    0.000399,                    0.000000,               0.000472,               0.000000,                      0.855087,                      0.000000,                       0.066371,                       0.003552,                  0.078542,                  0.003532
QUIC.YouTube       ,                 1,          188,       124, Media         ,           1,     17,               1.000000,               0.000000,         1392.000000,            0.000000,           40.000000,         1008.352941,      22501.235294,          850117900.768166,               0.001907,               0.000000,                        0.001285,                        0.000000,                    0.000380,                    0.000000,               0.000243,               0.000000,                      0.673483,                      0.050394,                       0.199235,                       0.017605,                  0.127282,                  0.011462
HTTP               ,                 1,            0,         7, Media         ,           1,     16,               4.000000,               0.000000,          600.750000,         2208.562500,           56.000000,         1115.750000,      41384.687500,         1633277712.339844,               0.005617,               0.000002,                        0.004559,                        0.000001,                    0.000368,                    0.000000,               0.000690,               0.000000,                      0.811704,                      0.003200,                       0.065495,                       0.002840,                  0.122801,                  0.004943
MDNS               ,                 1,            0,         8, Network       ,          14,     15,               1.000000,               0.000000,          193.800000,         7393.493333,          776.266667,       241458.995556,     104851.800000,         3557114037.360001,               0.003071,               0.000002,                        0.002379,                        0.000002,                    0.000391,                    0.000000,               0.000301,               0.000000,                      0.774626,                      0.030392,                       0.127219,                       0.016762,                  0.098155,                  0.011776
TLS.Github         ,                 1,           91,       203, Collaborative ,          15,     15,               4.000000,               0.000000,          441.600000,           30.506667,           49.733333,         2208.995556,      37885.933333,         2462494444.328889,               0.007787,               0.000001,                        0.006934,                        0.000000,                    0.000310,                    0.000000,               0.000544,               0.000000,                      0.890360,                      0.007202,                       0.039783,                       0.001200,                  0.069857,                  0.001505
TLS.Instagram      ,                 1,           91,       211, SocialNetwork ,           6,     15,               4.000000,               0.000000,          448.600000,           31.440000,           93.066667,        14204.462222,      84558.400000,        22613609867.706665,               0.008301,               0.000000,                        0.007254,                        0.000000,                    0.000370,                    0.000000,               0.000678,               0.000000,                      0.873840,                      0.006049,                       0.044524,                       0.001362,                  0.081636,                  0.003208
HTTP.DisneyPlus    ,                 1,            7,        71, Streaming     ,          17,     14,               4.000000,               0.000000,         1150.000000,       327532.142857,           76.428571,        11565.530612,      79271.571429,        20291586956.959183,               0.014969,               0.000115,                        0.013954,                        0.000117,                    0.000315,                    0.000000,               0.000700,               0.000000,                      0.932186,                      0.000000,                       0.021019,                       0.003740,                  0.046795,                  0.012079
TLS.GoogleMaps     ,                 1,           91,       123, Web           ,           5,     14,               4.000000,               0.000000,          448.357143,          243.086735,          154.857143,        82586.836735,     118402.357143,        70006277953.943878,               0.008311,               0.000002,                        0.007395,                        0.000002,                    0.000368,                    0.000000,               0.000548,               0.000000,                      0.889778,                      0.000000,                       0.044312,                       0.001941,                  0.065910,                  0.001268
TLS.DirecTV        ,                 1,           91,       318, Streaming     ,          17,     13,               4.000000,               0.000000,          663.461538,        28811.940828,          146.769231,        18940.331361,     152916.538462,        29664875375.633133,               0.007802,               0.000000,                        0.006833,                        0.000000,                    0.000325,                    0.000000,               0.000644,               0.000000,                      0.875786,                      0.008570,                       0.041608,                       0.001378,                  0.082605,                  0.003772
IGMP               ,                 1,            0,        82, Network       ,          14,     12,               1.000000,               0.000000,           60.000000,            0.000000,            4.416667,           14.076389,        265.333333,              50778.888889,               0.002026,               0.000007,                        0.001343,                        0.000004,                    0.000317,                    0.000000,               0.000366,               0.000000,                      0.662979,                      0.000000,                       0.156254,                       0.000000,                  0.180767,                  0.079128
HTTP.Huawei        ,                 1,            7,       398, Web           ,           5,     12,               4.000000,               0.000000,          572.416667,          482.243056,           93.000000,         4632.000000,      75271.583333,         6752217760.576390,               0.004835,               0.000002,                        0.003794,                        0.000001,                    0.000487,                    0.000000,               0.000554,               0.000000,                      0.784685,                      0.005516,                       0.100807,                       0.001261,                  0.114508,                  0.006203
TLS.Huawei         ,                 1,           91,       398, Web           ,           5,     12,               4.000000,               0.000000,          725.666667,        15049.555556,           85.916667,         3167.576389,      59336.166667,         4376417394.472223,               0.008156,               0.000001,                        0.007213,                        0.000001,                    0.000316,                    0.000000,               0.000626,               0.000000,                      0.884420,                      0.003933,                       0.038806,                       0.000750,                  0.076774,                  0.001328
TLS.Taobao         ,                 1,           91,       436, Shopping      ,          27,     12,               4.166667,               0.138889,          521.250000,        22038.687500,           29.583333,          112.743056,       9236.500000,           44944373.083333,               0.008251,               0.000000,                        0.007211,                        0.000000,                    0.000325,                    0.000000,               0.000716,               0.000000,                      0.873879,                      0.004377,                       0.039388,                       0.001392,                  0.086733,                  0.001686
HTTP.Espn          ,                 1,            7,       466, Streaming     ,          17,     12,               4.000000,               0.000000,          566.333333,            0.388889,          253.083333,         2359.743056,     274219.666667,         4353582653.555542,               0.006104,               0.000002,                        0.005161,                        0.000002,                    0.000430,                    0.000000,               0.000513,               0.000000,                      0.845550,                      0.000000,                       0.070392,                       0.003679,                  0.084058,                  0.003539
NetBIOS.SMBv1      ,                 1,           10,        16, System        ,          18,     11,               3.181818,              21.421488,          551.000000,       378759.636364,          466.727273,       136524.561983,     123260.727273,         9973619915.834709,               0.005073,               0.000023,                        0.003284,                        0.000020,                    0.001056,                    0.000001,               0.000733,               0.000000,                      0.647271,                      0.000000,                       0.208254,                       0.106451,                  0.144475,                  0.033794
TLS.Apple          ,                 1,           91,       140, Web           ,           5,     11,               4.000000,               0.000000,          413.454545,          209.884298,         1628.727273,      6212668.380165,    1697505.545455,      6331770536893.703125,               0.006230,               0.000001,                        0.005399,                        0.000001,                    0.000301,                    0.000000,               0.000529,               0.000000,                      0.866697,                      0.000000,                       0.048374,                       0.001375,                  0.084929,                  0.002885
HTTP.SOAP          ,                 1,            7,       253, Web           ,           5,     11,               4.000000,               0.000000,          594.000000,          250.000000,           28.090909,          122.628099,      19075.636364,           75363556.958678,               0.005972,               0.000001,                        0.004886,                        0.000000,                    0.000311,                    0.000000,               0.000775,               0.000000,                      0.818216,                      0.014368,                       0.052003,                       0.001834,                  0.129780,                  0.006388
TLS.AmazonAWS      ,                 1,           91,       265, Cloud         ,          13,     11,               4.000000,               0.000000,          497.545455,          814.975207,           25.727273,           30.743802,       8776.090909,            4958639.173554,               0.009375,               0.000002,                        0.008302,                        0.000003,                    0.000342,                    0.000000,               0.000731,               0.000000,                      0.885577,                      0.000000,                       0.036480,                       0.001692,                  0.077943,                  0.002304
TLS.Deezer         ,                 1,           91,       210, Music         ,          25,     10,               4.000000,               0.000000,          449.600000,          278.440000,           30.200000,          131.760000,      18385.300000,          124242553.410000,               0.008994,               0.000000,                        0.008072,                        0.000000,                    0.000276,                    0.000000,               0.000645,               0.000000,                      0.897512,                      0.002853,                       0.030742,                       0.000422,                  0.071746,                  0.001231
HTTP.QQ            ,                 1,            7,        48, Chat          ,           9,      9,               4.000000,               0.000000,          687.000000,        36282.000000,           61.888889,         2452.320988,      45272.888889,         2539366563.876543,               0.005545,               0.000006,                        0.004460,                        0.000006,                    0.000439,                    0.000000,               0.000646,               0.000000,                      0.804344,                      0.000000,                       0.079244,                       0.004202,                  0.116412,                  0.008454
HTTP.Mozilla       ,                 1,            7,       125, Web           ,           5,      8,               4.000000,               0.000000,          723.125000,        18014.859375,         4417.375000,     19909242.234375,    5508083.125000,     30421156339598.359375,               0.008229,               0.000009,                        0.007359,                        0.000008,                    0.000263,                    0.000000,               0.000607,               0.000000,                      0.894364,                      0.000000,                       0.031916,                       0.000369,                  0.073720,                  0.002565
TLS.DisneyPlus     ,                 1,           91,        71, Streaming     ,          17,      7,               4.000000,               0.000000,          581.857143,        24630.122449,          170.000000,        21863.142857,     166830.857143,        29041811873.836735,               0.010039,               0.000005,                        0.008685,                        0.000004,                    0.000743,                    0.000001,               0.000610,               0.000000,                      0.865193,                      0.003986,                       0.073999,                       0.004079,                  0.060807,                  0.002122
TLS.Xiaomi         ,                 1,           91,       287, Web           ,           5,      7,               4.000000,               0.000000,          435.857143,            2.122449,           18.142857,            1.265306,       6819.000000,              13516.857143,               0.008607,               0.000001,                        0.007699,                        0.000001,                    0.000200,                    0.000000,               0.000707,               0.000000,                      0.894534,                      0.002283,                       0.023287,                       0.000113,                  0.082178,                  0.001780
HTTP.Naver         ,                 1,            7,       433, Web           ,           5,      7,               4.000000,               0.000000,          832.857143,        16172.408163,           14.000000,           96.000000,       2752.000000,            7085790.857143,               0.015581,               0.000024,                        0.014773,                        0.000023,                    0.000412,                    0.000000,               0.000396,               0.000000,                      0.948116,                      0.000000,                       0.026451,                       0.000393,                  0.025433,                  0.001217
HTTP.AppleiTunes   ,                 1,            7,       145, Streaming     ,          17,      6,               4.000000,               0.000000,          575.666667,          359.222222,           36.666667,            4.888889,       9080.666667,              51879.222222,               0.004817,               0.000000,                        0.004068,                        0.000000,                    0.000232,                    0.000000,               0.000517,               0.000000,                      0.844498,                      0.000093,                       0.048235,                       0.000246,                  0.107266,                  0.003459
HTTP.Apple         ,                 1,            7,       140, Web           ,           5,      5,               4.000000,               0.000000,          787.200000,          153.760000,           10.000000,            0.000000,       1483.400000,                231.040000,               0.009644,               0.000038,                        0.008427,                        0.000036,                    0.000213,                    0.000000,               0.001005,               0.000001,                      0.873771,                      0.000000,                       0.022044,                       0.000612,                  0.104185,                  0.016634
TLS.PlayStore      ,                 1,           91,       228, SoftwareUpdate,          19,      5,               4.000000,               0.000000,          440.400000,            3.840000,           37.000000,          252.800000,      10014.600000,           10230456.640000,               0.008777,               0.000001,                        0.007986,                        0.000000,                    0.000238,                    0.000000,               0.000553,               0.000000,                      0.909901,                      0.003130,                       0.027116,                       0.000019,                  0.062983,                  0.000513
DHCPV6             ,                 1,            0,       103, Network       ,          14,      4,               1.000000,               0.000000,          163.000000,           12.000000,         4850.000000,      6774621.500000,     799522.000000,       185518376929.500000,               0.003890,               0.000001,                        0.003175,                        0.000001,                    0.000532,                    0.000000,               0.000182,               0.000000,                      0.816300,                      0.000000,                       0.136843,                       0.023873,                  0.046857,                  0.000028
TLS.TeamViewer     ,                 1,           91,       148, RemoteAccess  ,          12,      4,               4.000000,               0.000000,          450.250000,            9.187500,          297.000000,        78425.000000,     330260.500000,       104973743752.750000,               0.010565,               0.000006,                        0.009542,                        0.000006,                    0.000608,                    0.000001,               0.000415,               0.000000,                      0.903173,                      0.001662,                       0.057523,                       0.004381,                  0.039303,                  0.000168
HTTP.Instagram     ,                 1,            7,       211, SocialNetwork ,           6,      4,               4.000000,               0.000000,          566.000000,           22.000000,           43.000000,          121.000000,      23632.500000,             668258.750000,               0.004784,               0.000000,                        0.003815,                        0.000000,                    0.000404,                    0.000000,               0.000565,               0.000000,                      0.797450,                      0.012363,                       0.084448,                       0.002972,                  0.118102,                  0.003719
TLS.Pastebin       ,                 1,           91,       232, Download      ,           7,      4,               4.000000,               0.000000,          440.000000,           29.000000,          177.250000,        21111.187500,     104757.500000,         8876872662.750000,               0.008541,               0.000000,                        0.007607,                        0.000000,                    0.000397,                    0.000000,               0.000537,               0.000000,                      0.890704,                      0.001077,                       0.046452,                       0.001360,                  0.062844,                  0.001724
TLS.DigitalOcean   ,                 1,           91,       442, Web           ,           5,      4,               4.000000,               0.000000,          441.000000,            0.000000,          319.750000,        81110.687500,     346311.750000,       113771131363.187500,               0.008632,               0.000001,                        0.007424,                        0.000001,                    0.000413,                    0.000000,               0.000796,               0.000000,                      0.859977,                      0.000000,                       0.047813,                       0.002278,                  0.092210,                  0.002418
HTTP.Yandex        ,                 1,            7,        25, Web           ,           5,      3,               4.000000,               0.000000,          642.333333,         3809.555556,           22.666667,          206.888889,      11816.666667,          159243716.222222,               0.004619,               0.000000,                        0.004008,                        0.000000,                    0.000227,                    0.000000,               0.000384,               0.000000,                      0.867648,                      0.000000,                       0.049217,                       0.000039,                  0.083135,                  0.000077
TLS.Amazon         ,                 1,           91,       178, Web           ,           5,      3,               4.000000,               0.000000,          464.666667,           88.888889,           41.666667,          304.888889,      17889.666667,           83839494.888889,               0.008518,               0.000000,                        0.007208,                        0.000000,                    0.000424,                    0.000000,               0.000886,               0.000000,                      0.846202,                      0.000119,                       0.049779,                       0.001221,                  0.104019,                  0.001468
QUIC               ,                 1,            0,       188, Web           ,           5,      3,               1.000000,               0.000000,         1392.000000,            0.000000,          248.000000,       120050.666667,     229854.333333,       103631048594.888885,               0.003754,               0.000002,                        0.002957,                        0.000001,                    0.000211,                    0.000000,               0.000586,               0.000000,                      0.787693,                      0.049469,                       0.056118,                       0.001990,                  0.156189,                  0.000000
HTTP.MpegDash      ,                 1,            7,       291, Advertisement ,         101,      3,               4.000000,               0.000000,          999.000000,         8474.000000,          962.666667,      1773552.888889,    1071913.000000,      2284714457084.666504,               0.005137,               0.000000,                        0.004618,                        0.000000,                    0.000128,                    0.000000,               0.000391,               0.000000,                      0.898962,                      0.000000,                       0.024984,                       0.000015,                  0.076055,                  0.000063
HTTP.Dailymotion   ,                 1,            7,       322, Streaming     ,          17,      3,               4.000000,               0.000000,          530.000000,            0.000000,           58.000000,            4.666667,      38320.000000,           17723798.000000,               0.004158,               0.000000,                        0.003076,                        0.000000,                    0.000439,                    0.000000,               0.000643,               0.000000,                      0.739859,                      0.013913,                       0.105580,                       0.006643,                  0.154561,                  0.007386
TLS.Naver          ,                 1,           91,       433, Web           ,           5,      3,               4.000000,               0.000000,          452.666667,          150.222222,           29.333333,          193.555556,       9301.333333,           13847626.888889,               0.008874,               0.000000,                        0.007525,                        0.000000,                    0.000470,                    0.000000,               0.000878,               0.000000,                      0.848015,                      0.000032,                       0.053003,                       0.002214,                  0.098982,                  0.001109
TLS.ParamountPlus  ,                 1,           91,       439, Streaming     ,          17,      3,               4.000000,               0.000000,          433.000000,            2.000000,           26.000000,           16.666667,       9660.333333,           14380876.222222,               0.008714,               0.000000,                        0.007534,                        0.000000,                    0.000270,                    0.000000,               0.000910,               0.000000,                      0.864581,                      0.003240,                       0.030986,                       0.000014,                  0.104434,                  0.001415
TLS.AWS_API_Gateway,                 1,           91,       459, Cloud         ,          13,      3,               4.000000,               0.000000,          488.666667,           37.555556,           41.666667,          138.888889,      12700.333333,           10901336.888889,               0.009762,               0.000000,                        0.008704,                        0.000000,                    0.000423,                    0.000000,               0.000635,               0.000000,                      0.891556,                      0.001132,                       0.043364,                       0.001003,                  0.065080,                  0.001107
TLS.BitTorrent     ,                 1,           91,        37, Download      ,           7,      2,               4.000000,               0.000000,          437.000000,            4.000000,          273.000000,        38809.000000,     254901.500000,        40578275040.250000,               0.009166,               0.000000,                        0.007736,                        0.000000,                    0.000233,                    0.000000,               0.001198,               0.000000,                      0.843888,                      0.000462,                       0.025419,                       0.000001,                  0.130693,                  0.000068
HTTP.Xbox          ,                 1,            7,        47, Game          ,           8,      2,               4.000000,               0.000000,          384.000000,            0.000000,           10.500000,            0.250000,       1096.000000,                900.000000,               0.004873,               0.000001,                        0.003219,                        0.000000,                    0.000159,                    0.000000,               0.001495,               0.000001,                      0.660646,                      0.071901,                       0.032530,                       0.000395,                  0.306824,                  0.013229
HTTP.GoogleMaps    ,                 1,            7,       123, Web           ,           5,      2,               4.000000,               0.000000,          569.500000,           20.250000,           32.000000,            0.000000,       5158.000000,             744769.000000,               0.004101,               0.000000,                        0.003150,                        0.000000,                    0.000205,                    0.000000,               0.000746,               0.000000,                      0.768105,                      0.016702,                       0.049866,                       0.000298,                  0.182029,                  0.001393
HTTP.Cloudflare    ,                 1,            7,       220, Web           ,           5,      2,               4.000000,               0.000000,          599.000000,         1521.000000,           44.000000,            4.000000,      25685.500000,               5550.250000,               0.005667,               0.000002,                        0.005075,                        0.000002,                    0.000190,                    0.000000,               0.000402,               0.000000,                      0.895457,                      0.000000,                       0.033613,                       0.000568,                  0.070931,                  0.000351
TLS.SoundCloud     ,                 1,           91,       234, Music         ,          25,      2,               4.000000,               0.000000,          439.000000,            0.000000,           30.000000,          196.000000,       8453.500000,            6207572.250000,               0.009916,               0.000001,                        0.008994,                        0.000001,                    0.000170,                    0.000000,               0.000751,               0.000000,                      0.907065,                      0.005435,                       0.017195,                       0.000014,                  0.075740,                  0.000161
HTTP.SOAP          ,                 1,            7,       253, SoftwareUpdate,          19,      2,               4.000000,               0.000000,          647.000000,            0.000000,           14.000000,            1.000000,       6967.500000,             916806.250000,               0.006637,               0.000001,                        0.006092,                        0.000001,                    0.000176,                    0.000000,               0.000369,               0.000000,                      0.917960,                      0.000000,                       0.026518,                       0.000070,                  0.055522,                  0.000175
HTTP.Alibaba       ,                 1,            7,       274, Web           ,           5,      2,               4.000000,               0.000000,          551.000000,           81.000000,           21.500000,          132.250000,      15611.000000,          206870689.000000,               0.006263,               0.000000,                        0.004731,                        0.000000,                    0.000338,                    0.000000,               0.001194,               0.000000,                      0.755328,                      0.001030,                       0.054043,                       0.000404,                  0.190628,                  0.000015
HTTP.Azure         ,                 1,            7,       276, Cloud         ,          13,      2,               4.000000,               0.000000,          637.500000,         8010.250000,           77.000000,         1681.000000,      61408.500000,         2801955422.250000,               0.007602,               0.000003,                        0.006223,                        0.000003,                    0.000208,                    0.000000,               0.001171,               0.000000,                      0.818600,                      0.000000,                       0.027361,                       0.000000,                  0.154038,                  0.002495
HTTP.AccuWeather   ,                 1,            7,       280, Web           ,           5,      2,               4.000000,               0.000000,          629.000000,            0.000000,           15.500000,            0.250000,       5764.500000,               3906.250000,               0.006901,               0.000000,                        0.006302,                        0.000000,                    0.000180,                    0.000000,               0.000419,               0.000000,                      0.913135,                      0.000000,                       0.026154,                       0.000002,                  0.060711,                  0.000002
HTTP.MpegDash      ,                 1,            7,       291, Media         ,           1,      2,               4.000000,               0.000000,          660.000000,            9.000000,          970.500000,       784110.250000,    1136598.500000,      1059749801922.250000,               0.006162,               0.000000,                        0.004947,                        0.000000,                    0.000514,                    0.000000,               0.000700,               0.000000,                      0.802840,                      0.000000,                       0.083489,                       0.002500,                  0.113671,                  0.004773
AWS_EC2            ,                 1,            0,       461, Cloud         ,          13,      2,              21.000000,               1.000000,         7767.000000,         4356.000000,         1644.500000,      2574420.250000,     543154.000000,       284413156416.000000,               0.023235,               0.000016,                        0.020332,                        0.000012,                    0.000661,                    0.000000,               0.002242,               0.000000,                      0.875081,                      0.001360,                       0.028448,                       0.000000,                  0.096471,                  0.000000
HTTP.VK            ,                 1,            7,        22, SocialNetwork ,           6,      1,               4.000000,               0.000000,          513.000000,            0.000000,           49.000000,            0.000000,      29651.000000,                  0.000000,               0.005290,               0.000000,                        0.004690,                        0.000000,                    0.000240,                    0.000000,               0.000360,               0.000000,                      0.886578,                      0.000000,                       0.045369,                       0.000000,                  0.068053,                  0.000000
HTTP.YouTube       ,                 1,            7,       124, Media         ,           1,      1,               4.000000,               0.000000,          650.000000,            0.000000,           35.000000,            0.000000,       7487.000000,                  0.000000,               0.004671,               0.000000,                        0.004089,                        0.000000,                    0.000225,                    0.000000,               0.000357,               0.000000,                      0.875401,                      0.000000,                       0.048170,                       0.000000,                  0.076429,                  0.000000
TLS.AppleiTunes    ,                 1,           91,       145, Streaming     ,          17,      1,               4.000000,               0.000000,          477.000000,            0.000000,           48.000000,            0.000000,      14705.000000,                  0.000000,               0.009087,               0.000000,                        0.007822,                        0.000000,                    0.000195,                    0.000000,               0.001070,               0.000000,                      0.860790,                      0.000000,                       0.021459,                       0.000000,                  0.117751,                  0.000000
TLS.KakaoTalk      ,                 1,           91,       193, Chat          ,           9,      1,               4.000000,               0.000000,          436.000000,            0.000000,           19.000000,            0.000000,       6802.000000,                  0.000000,               0.009299,               0.000000,                        0.007921,                        0.000000,                    0.000267,                    0.000000,               0.001111,               0.000000,                      0.851812,                      0.000000,                       0.028713,                       0.000000,                  0.119475,                  0.000000
HTTP.KakaoTalk     ,                 1,            7,       193, Chat          ,           9,      1,               4.000000,               0.000000,          850.000000,            0.000000,           13.000000,            0.000000,       2166.000000,                  0.000000,               0.004276,               0.000000,                        0.003701,                        0.000000,                    0.000194,                    0.000000,               0.000381,               0.000000,                      0.865529,                      0.000000,                       0.045370,                       0.000000,                  0.089102,                  0.000000
TLS.Twitch         ,                 1,           91,       195, Video         ,          26,      1,               4.000000,               0.000000,          485.000000,            0.000000,          257.000000,            0.000000,     276739.000000,                  0.000000,               0.012360,               0.000000,                        0.011050,                        0.000000,                    0.000859,                    0.000000,               0.000451,               0.000000,                      0.894013,                      0.000000,                       0.069498,                       0.000000,                  0.036489,                  0.000000
HTTP.MS_OneDrive   ,                 1,            7,       221, Cloud         ,          13,      1,               4.000000,               0.000000,          411.000000,            0.000000,           10.000000,            0.000000,       1846.000000,                  0.000000,               0.003354,               0.000000,                        0.002940,                        0.000000,                    0.000072,                    0.000000,               0.000342,               0.000000,                      0.876565,                      0.000000,                       0.021467,                       0.000000,                  0.101968,                  0.000000
TLS.GoogleDocs     ,                 1,           91,       241, Collaborative ,          15,      1,               4.000000,               0.000000,          449.000000,            0.000000,           38.000000,            0.000000,       8876.000000,                  0.000000,               0.009654,               0.000000,                        0.008276,                        0.000000,                    0.001020,                    0.000000,               0.000358,               0.000000,                      0.857261,                      0.000000,                       0.105656,                       0.000000,                  0.037083,                  0.000000
HTTP.WebSocket     ,                 1,            7,       251, Web           ,           5,      1,               4.000000,               0.000000,          875.000000,            0.000000,          523.000000,            0.000000,      56983.000000,                  0.000000,               0.007529,               0.000000,                        0.006135,                        0.000000,                    0.000193,                    0.000000,               0.001201,               0.000000,                      0.814849,                      0.000000,                       0.025634,                       0.000000,                  0.159517,                  0.000000
TLS.Salesforce     ,                 1,           91,       266, Cloud         ,          13,      1,               4.000000,               0.000000,          476.000000,            0.000000,           73.000000,            0.000000,      24283.000000,                  0.000000,               0.007972,               0.000000,                        0.006689,                        0.000000,                    0.000180,                    0.000000,               0.001103,               0.000000,                      0.839062,                      0.000000,                       0.022579,                       0.000000,                  0.138359,                  0.000000
