protocol,protocol_detected,master_proto,app_proto,category_name,category_id,flows,avg_detect_pkt_in_flow,var_detect_pkt_in_flow,avg_detecting_bytes,var_detecting_bytes,avg_packets_in_flow,var_packets_in_flow,avg_bytes_in_flow,var_bytes_in_flow,avg_detecting_total_ms,var_detecting_total_ms,avg_detecting_detection_only_ms,var_detecting_detection_only_ms,avg_detecting_flow_table_ms,var_detecting_flow_table_ms,avg_detecting_other_ms,var_detecting_other_ms,avg_detecting_detection_ratio,var_detecting_detection_ratio,avg_detecting_flow_table_ratio,var_detecting_flow_table_ratio,avg_detecting_other_ratio,var_detecting_other_ratio
IRC,1,0,65,Chat,9,18,17.22222222222222,0.3950617283950617,1316.5555555555557,1935.802469135803,51.77777777777778,25.728395061728396,4064.4444444444443,114171.35802469135,0.01701838888888889,4.789423237654321e-06,0.014729666666666665,5.190267555555556e-06,0.0006751666666666667,2.3143580555555545e-07,0.0016135555555555554,1.2106724691358028e-07,0.8629885,0.00148118271925,0.04053916666666667,0.0008323963759166665,0.09647244444444444,0.0007248210690246915
MQTT,1,0,222,RPC,16,18,11.833333333333334,178.13888888888889,1334.2222222222222,1934875.2839506173,56874.77777777778,1335060609.1728394,11280070.333333334,49646440543126.78,0.020749,0.0002513815267777777,0.0126155,9.879522113888888e-05,0.005598888888888889,0.00012104907543209877,0.002534611111111111,8.566113126543209e-06,0.5998357777777779,0.03387315996106173,0.2536642777777777,0.02894969256764507,0.14650016666666668,0.024320558412472226
QUIC.YouTube,1,188,124,Media,1,17,1.0,0.0,1392.0,0.0,40.0,1008.3529411764706,22501.235294117647,850117900.768166,0.001907294117647059,3.0508091349480965e-07,0.0012845294117647058,1.5870213148788924e-07,0.00038,1.214334117647059e-07,0.00024276470588235292,8.366370934256054e-08,0.6940631176470589,0.022249708070103808,0.18576823529411768,0.022790334529591696,0.12016870588235296,0.01322255894785467
DHCP,1,0,18,Network,14,15,1.0,0.0,478.46666666666664,14789.182222222222,11.666666666666666,40.35555555555555,5540.866666666667,8733963.582222221,0.0049154666666666675,7.843743822222224e-07,0.004315200000000001,4.889046933333334e-07,0.0002610666666666667,6.730979555555557e-08,0.00033919999999999995,9.341522666666667e-08,0.8818322000000001,0.002956811328826667,0.05332606666666666,0.0021330576863288885,0.06484166666666666,0.0022938933107555554
TLS.Github,1,91,203,Collaborative,15,15,4.0,0.0,441.6,30.50666666666666,49.733333333333334,2208.9955555555557,37885.933333333334,2462494444.328888,0.007787333333333333,6.749003555555554e-07,0.0069335333333333336,3.177238488888888e-07,0.0003098,1.1178229333333334e-07,0.0005439999999999999,1.0804333333333334e-07,0.8934057333333333,0.0017698049088622214,0.0371702,0.0014008837965600002,0.06942413333333333,0.001565536256648889
TLS.Instagram,1,91,211,SocialNetwork,6,15,4.0,0.0,448.6,31.439999999999994,93.06666666666666,14204.46222222222,84558.4,22613609867.706657,0.008301066666666666,4.957608622222224e-07,0.0072538,3.874656266666668e-07,0.0003696,1.2905717333333336e-07,0.0006776666666666667,2.416859555555556e-07,0.8756176666666666,0.0029378492483555555,0.04292173333333334,0.001501966221528889,0.0814606,0.0032370899181066665
TLS.GoogleMaps,1,91,123,Web,5,14,4.0,0.0,448.35714285714283,243.0867346938776,154.85714285714286,82586.83673469386,118402.35714285714,70006277953.94386,0.008311142857142857,1.500833836734693e-06,0.007395071428571429,1.674315494897959e-06,0.00036828571428571433,1.0688920408163265e-07,0.0005477857142857144,8.913431122448979e-08,0.887888,0.002152325705285714,0.045999500000000006,0.0017888754845357146,0.06611242857142856,0.0012408480532448978
HTTP.DisneyPlus,1,7,71,Streaming,17,14,4.0,0.0,1150.0,327532.14285714284,76.42857142857143,11565.530612244896,79271.57142857143,20291586956.959187,0.014969428571428574,0.00011535514538775511,0.013954285714285716,0.00011700727920408161,0.00031464285714285714,1.2324322959183674e-07,0.0007005000000000001,1.3915553571428574e-07,0.8727280714285716,0.009498220025352042,0.040520214285714284,0.0025395432354540816,0.08675192857142856,0.006742853463066327
ETHEREUM,1,0,354,Crypto_Currency,106,13,32.0,0.0,3868.3846153846152,4646103.928994083,1430.4615384615386,349125.47928994085,174982.6923076923,2487624384.8284025,0.01552323076923077,4.6370535715976325e-05,0.007052923076923077,9.474422248520711e-07,0.0015273076923076922,2.496428284023669e-07,0.006943,4.509959815384616e-05,0.4973527692307692,0.011528812518331362,0.10525115384615383,0.0009941468862840234,0.3973963076923077,0.014174292508213011
TLS.DirecTV,1,91,318,Streaming,17,13,4.0,0.0,663.4615384615385,28811.94082840236,146.76923076923077,18940.331360946744,152916.53846153847,29664875375.633133,0.007801692307692307,3.158239053254439e-07,0.006832615384615385,2.4885362130177525e-07,0.0003246153846153846,1.0127931360946747e-07,0.0006444615384615383,3.0690147928994085e-07,0.8782889230769231,0.004179955215609469,0.040776076923076915,0.001446093701147929,0.080935,0.004045268538615384
